,nm_class,samples,NiSi,SNV,indel,SVMEI,Normal,fold
2241,Prost-AdenoCA,caf2e99d-8f1f-4043-b567-c3fe28dc33ac.csv,5482,38,1453,496,2,4
2242,Prost-AdenoCA,cd0c3b1f-c73a-4991-8724-4e74381900cb.csv,2376,16,1104,319,0,5
2243,Prost-AdenoCA,cd29af7e-d670-4d8e-83e2-da6e52abda71.csv,1721,18,101,60,0,6
2244,Prost-AdenoCA,d0f4dd92-a63b-4766-8889-5327fca1bd91.csv,3220,16,299,291,1,7
2245,Prost-AdenoCA,d1875ee6-6677-4117-a7a8-930ab5cde775.csv,2601,11,242,368,0,8
2246,Prost-AdenoCA,d1cebf4a-4127-47ee-85cb-465fca2ac445.csv,1958,10,105,0,0,9
2247,Prost-AdenoCA,d277e679-9fdd-44cd-9f2c-f9927e44d721.csv,2186,24,179,124,0,10
2249,Prost-AdenoCA,d709d214-02ee-46c1-a73a-e7074cb2623e.csv,2401,24,237,106,0,2
2250,Prost-AdenoCA,d74be531-b0fd-42c3-954e-4a4f7eef922a.csv,1299,8,78,24,0,3
2251,Prost-AdenoCA,db198301-6c69-4d56-88d1-c650406423dd.csv,1923,16,121,327,0,4
2252,Prost-AdenoCA,db37739d-af50-4e63-9147-1a7d25630ac6.csv,1049,10,36,32,0,5
2253,Prost-AdenoCA,dbfdb5c6-f52e-48f3-87e7-fb922df9e7a9.csv,2707,20,230,258,0,6
2254,Prost-AdenoCA,dc85552c-2488-48d9-9da1-67a380945b85.csv,3458,65,378,809,0,7
2255,Prost-AdenoCA,dcc938da-3e45-4c2f-ae0f-47817be04518.csv,3046,36,146,466,0,8
2256,Prost-AdenoCA,dcf98acc-736b-4af6-bdca-a320a413165a.csv,1958,20,114,576,0,9
2257,Prost-AdenoCA,dd5ed858-0623-4387-b1bf-109175c32ef4.csv,1187,13,85,32,0,10
2259,Prost-AdenoCA,de4faf55-1bcf-427f-b019-829bb4b64ff1.csv,1822,9,79,184,0,2
2260,Prost-AdenoCA,e1b169c3-44e0-43e5-9ee3-2df7a678a5ea.csv,4084,43,359,144,3,3
2261,Prost-AdenoCA,e1fc4226-40ce-43b7-b92e-aa7cecd0cf4d.csv,3107,26,226,84,0,4
2262,Prost-AdenoCA,e41bc2ec-3e0b-4c37-806b-3f6f25c8c4db.csv,16015,212,602,1196,2,5
2263,Prost-AdenoCA,e6772001-dffc-4fb4-86e9-6c395edd176d.csv,1468,6,83,160,0,6
2264,Prost-AdenoCA,ec16d1f5-f8a9-4c19-8cce-92f6ea9eb3f7.csv,4477,30,350,216,2,7
2265,Prost-AdenoCA,ed7be9ae-e603-4731-8d91-a8285abaee33.csv,2852,42,249,21,0,8
2266,Prost-AdenoCA,edeea137-080d-42d3-a0ce-5cfe0d4a68e7.csv,1415,2,69,208,0,9
2267,Prost-AdenoCA,f0f2030e-17fd-4dd9-9104-899e59d72ed8.csv,484,4,20,112,0,10
2269,Prost-AdenoCA,f1d73c2f-3d7d-4a0f-871b-b3bf76d865dc.csv,2405,45,139,48,0,2
2270,Prost-AdenoCA,f3720205-dc76-4101-8a56-72043fc896b5.csv,63,0,3,0,0,3
2271,Prost-AdenoCA,f5378545-17d4-4a64-a57e-f6c91ef4cb3a.csv,8955,181,392,1837,0,4
2272,Prost-AdenoCA,f54442d1-80fa-4678-ac94-c3ad03bc37fb.csv,1343,14,66,48,0,5
2273,Prost-AdenoCA,f601cf2f-081f-484d-ab0e-21a8ec8d3770.csv,9394,16,828,40,0,6
2274,Prost-AdenoCA,f640d377-98e9-41d3-8761-61eb33072c65.csv,7541,90,215,207,0,7
2275,Prost-AdenoCA,f7cc504a-37c9-45f5-b50d-599c54dca157.csv,3690,34,302,424,2,8
2276,Prost-AdenoCA,f8a165b0-51df-413c-b7c6-c7fc80547db4.csv,2174,24,210,181,0,9
2277,Prost-AdenoCA,f921b592-fa4d-49f7-b773-81a0e903aaed.csv,1442,18,115,126,0,10
2279,Prost-AdenoCA,f9c07ba7-152a-f624-e040-11ac0c484cd5.csv,44,0,1,8,0,2
2280,Prost-AdenoCA,f9c0a08b-d1e5-4c18-e040-11ac0c4864df.csv,2892,8,313,232,0,3
2281,Prost-AdenoCA,f9c0a0d9-5af6-4476-e040-11ac0d4830d3.csv,4017,44,262,382,0,4
2282,Prost-AdenoCA,f9c0a12c-2651-d9ea-e040-11ac0d483201.csv,2624,31,244,208,0,5
2283,Prost-AdenoCA,f9c1df10-25b8-c8ae-e040-11ac0d486375.csv,4188,32,269,53,0,6
2284,Prost-AdenoCA,f9c23ce8-7f1c-9417-e040-11ac0d482562.csv,4851,36,372,248,0,7
2285,Prost-AdenoCA,f9c23d09-74e4-07f9-e040-11ac0d482577.csv,801,4,27,16,0,8
2286,Prost-AdenoCA,f9c26646-d2b0-cf30-e040-11ac0d483918.csv,3113,30,211,776,0,9
2287,Prost-AdenoCA,f9c39eb7-39a9-6626-e040-11ac0d4870c2.csv,2829,14,313,664,0,10
2289,Prost-AdenoCA,f9c3e4e3-1b95-b71a-e040-11ac0d4819e7.csv,2642,10,283,516,0,2
2290,Prost-AdenoCA,f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e.csv,4299,42,457,1235,2,3
2291,Prost-AdenoCA,f9c4e06c-e8a6-613b-e040-11ac0d4828ba.csv,1543,16,146,65,2,4
2292,Prost-AdenoCA,f9c51617-3fcb-91c5-e040-11ac0d484abf.csv,2081,22,179,334,2,5
2293,Prost-AdenoCA,f9c52187-2e82-d58a-e040-11ac0d484fc4.csv,4848,25,268,296,0,6
2294,Prost-AdenoCA,f9c52414-385d-8cc7-e040-11ac0d485037.csv,2125,8,220,113,3,7
2295,Prost-AdenoCA,f9c650e7-9053-78eb-e040-11ac0d4874bb.csv,3339,21,513,792,0,8
2296,Prost-AdenoCA,f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f.csv,1862,14,144,126,0,9
2297,Prost-AdenoCA,f9c6f4ca-4bb8-26b4-e040-11ac0d485600.csv,62,2,13,16,0,10
2299,Prost-AdenoCA,fc9d5fc6-546f-27b7-e040-11ac0d485f87.csv,1185,2,74,12,0,2
2300,Prost-AdenoCA,fc9d5fc6-719b-0525-e040-11ac0d485f83.csv,3072,20,155,201,0,3
2301,Prost-AdenoCA,fc9d5fc6-7f7d-1313-e040-11ac0d485f85.csv,6433,63,541,335,3,4
2302,Prost-AdenoCA,fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa.csv,1607,11,76,8,0,5
2303,Prost-AdenoCA,fc9d704c-0cfb-0407-e040-11ac0d486980.csv,3411,24,344,88,0,6
2304,Prost-AdenoCA,fc9d93b6-77c6-8719-e040-11ac0d487dec.csv,2889,19,155,144,2,7
2305,Prost-AdenoCA,fc9d93b6-92e8-acb7-e040-11ac0d487dee.csv,3574,22,293,270,3,8
2306,Prost-AdenoCA,fc9f9295-01f6-a9e0-e040-11ac0d4845af.csv,2774,18,168,228,1,9
2307,Prost-AdenoCA,fc9f998b-cc72-f6ea-e040-11ac0c482425.csv,2471,19,132,204,0,10
2309,Prost-AdenoCA,fca1c663-dec0-db39-e040-11ac0c486140.csv,1079,4,21,141,0,2
2310,Prost-AdenoCA,fca2d62f-2756-939e-e040-11ac0d4865e6.csv,4528,20,184,228,0,3
2311,Prost-AdenoCA,fd163b56-1c2d-4e63-9fad-ba3221ae274b.csv,1133,8,36,4,0,4
2312,Prost-AdenoCA,fe083d2d-d088-4ac1-825b-8c5bbfe974ac.csv,554,6,28,140,0,5
2313,Prost-AdenoCA,ff870342-f0d6-4450-8f9c-344c046a0baf.csv,2584,23,247,366,0,6
2314,Skin-Melanoma,04aa6b77-8074-480c-872e-a1a47afa5314.csv,744547,26147,1711,428,29,7
2315,Skin-Melanoma,04c09376-8756-41d9-bbca-f464170a8cfb.csv,73249,2638,506,348,6,8
2316,Skin-Melanoma,08b5d0e4-4661-460e-a9f7-f2e687414711.csv,70871,2255,424,240,5,9
2317,Skin-Melanoma,0ab4d782-9a50-48b9-96e4-6ce42b2ea034.csv,214809,5499,1010,168,17,10
2319,Skin-Melanoma,108749d2-5c62-4ef1-92df-aec6941ba53b.csv,105875,3089,609,128,2,2
2320,Skin-Melanoma,10bb1a92-901e-4a14-80f4-5e88f997754b.csv,58879,3758,594,200,17,3
2321,Skin-Melanoma,12f1ae2f-2666-45be-9742-f502d212373d.csv,87763,2409,545,228,4,4
2322,Skin-Melanoma,13c62975-9f5e-4d40-a461-dceab08a31ec.csv,2764,33,127,152,0,5
2323,Skin-Melanoma,142b6dbf-c943-4a7d-8ab6-13a975f48d7a.csv,58812,1214,460,4,8,6
2324,Skin-Melanoma,14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0.csv,51532,1431,667,1066,6,7
2325,Skin-Melanoma,15daadb0-6b24-4248-9225-470dc08f1552.csv,2981,248,81,48,0,8
2326,Skin-Melanoma,16d5519e-ecb9-4fc8-81f1-e0e4adf722a8.csv,162968,5513,740,276,8,9
2327,Skin-Melanoma,1ac15380-04a2-42dd-8ade-28556a570e80.csv,6755,66,511,4748,2,10
2329,Skin-Melanoma,1d4a091d-fe65-49c0-8810-5a95243b108a.csv,144371,5478,997,220,2,2
2330,Skin-Melanoma,1daefc49-5248-4948-87ce-0ec19a248ef9.csv,109374,4869,998,424,23,3
2331,Skin-Melanoma,20e02396-e676-412d-9724-44a428919cdb.csv,3815,42,223,1405,2,4
2332,Skin-Melanoma,22d67778-61fc-4f15-95b8-7e7c6cc7112b.csv,170516,6850,1274,150,22,5
2333,Skin-Melanoma,22edd867-dcd6-42b5-92bb-025ceb84b106.csv,57738,3041,482,712,3,6
2334,Skin-Melanoma,2399ab13-abfa-480e-9fda-7947edc420be.csv,57439,3061,535,668,15,7
2335,Skin-Melanoma,25103371-28ac-4f43-b0e2-2d376d0dcb84.csv,305655,7800,1698,417,37,8
2336,Skin-Melanoma,25e20393-752b-4796-9001-0e22ee04c586.csv,137983,2358,773,93,14,9
2337,Skin-Melanoma,2790b964-63e3-49aa-bf8c-9a00d3448c25.csv,366707,16802,2087,252,32,10
2339,Skin-Melanoma,2e76891c-b620-4cc0-9315-6f1217b09b1e.csv,47507,1399,663,384,3,2
2340,Skin-Melanoma,30600994-c1ec-44c9-a620-3f6c617eb928.csv,245672,5897,1144,108,10,3
2341,Skin-Melanoma,3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc.csv,14265,118,361,896,2,4
2342,Skin-Melanoma,351db483-a70e-496d-b70a-7449875121ee.csv,3473,44,138,2705,0,5
2343,Skin-Melanoma,35a74e53-16ff-4764-8397-6a9b02dfe733.csv,4788,38,346,883,2,6
2344,Skin-Melanoma,3869ff3f-21b9-4817-8ff4-83c6fc75ab11.csv,373337,18744,2021,168,39,7
2345,Skin-Melanoma,39c476fd-273b-4136-874c-53352f1be008.csv,55164,2816,512,118,16,8
2346,Skin-Melanoma,3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c.csv,78286,2047,442,228,1,9
2347,Skin-Melanoma,3f98d326-5676-4257-9af8-0a5f5d3c2527.csv,5056,60,178,2533,0,10
2349,Skin-Melanoma,450e8eba-a3a9-4dcb-b423-e33dfcd5c34e.csv,7315,60,400,977,4,2
2350,Skin-Melanoma,4e8396f7-9506-4401-96b6-bb2e89557d59.csv,25188,697,551,404,4,3
2351,Skin-Melanoma,507620ef-f0fc-4ac3-a7c0-ea2e36c40f77.csv,45209,1167,411,717,5,4
2352,Skin-Melanoma,51893d3f-e7f3-43f9-9fd0-c0f25ae96804.csv,319664,12411,1201,1764,38,5
2353,Skin-Melanoma,524bbd14-1e1f-479b-9a71-d27fce32d8bc.csv,6975,146,137,1421,0,6
2354,Skin-Melanoma,5310f698-d31a-4628-84b4-dc9ac29722a5.csv,68683,3426,420,152,1,7
2355,Skin-Melanoma,54a77010-2f16-4da9-8ca0-746a51801a00.csv,71361,2138,1276,1048,12,8
2356,Skin-Melanoma,561fd34c-7c7d-4df0-bbfc-3d31147ca562.csv,73752,2838,732,168,2,9
2357,Skin-Melanoma,56ddcb96-e90b-4fce-aa4c-c677bbfee488.csv,5195,36,222,1776,2,10
2359,Skin-Melanoma,5912d4b3-2d5d-4b98-b967-1b4ff177097a.csv,32918,586,79,132,0,2
2360,Skin-Melanoma,5c3def3a-b515-41f6-8157-681b963534e7.csv,478943,22563,3107,1576,62,3
2361,Skin-Melanoma,60413de1-6cd2-4f74-8180-3bdd394d6d16.csv,859137,28262,2200,1356,73,4
2362,Skin-Melanoma,63762458-902a-4329-a823-703b54cb5f9d.csv,318813,8422,2257,620,23,5
2363,Skin-Melanoma,64dd81e1-35fa-4579-8a4c-f7486adbb949.csv,30146,1351,347,548,5,6
2364,Skin-Melanoma,6507e084-c038-4ba6-a431-fb9a53190d5f.csv,240506,5978,1129,120,18,7
2365,Skin-Melanoma,66d312fc-809d-428b-98e3-a29d211db35c.csv,92416,1580,469,377,40,8
2366,Skin-Melanoma,681e2301-2057-40e4-ab63-934775d63faa.csv,163973,4042,1008,102,21,9
2367,Skin-Melanoma,6c884037-49f9-41c3-b0e5-9cbcd545aeb7.csv,84717,4284,736,280,14,10
2369,Skin-Melanoma,7117854b-6f0a-4a43-b66c-506a3e29377d.csv,44894,2107,442,372,4,2
2370,Skin-Melanoma,72108583-5320-46ec-945f-5ff173d7dc15.csv,155965,4592,750,360,3,3
2371,Skin-Melanoma,74e5905f-6350-498a-9454-9ea0593d2f56.csv,4393,40,184,1508,0,4
2372,Skin-Melanoma,75ba6722-1148-4a52-a9ed-68d890238205.csv,279808,9283,936,432,16,5
2373,Skin-Melanoma,76a0d9c9-5e69-44e8-9ed2-6d2e387803fc.csv,61016,3878,546,329,14,6
2374,Skin-Melanoma,7ba70717-d65e-4a45-af79-60a976770526.csv,77288,2624,466,220,4,7
2375,Skin-Melanoma,7e22401d-f4cd-44c5-8a01-b08a439e5a31.csv,45207,1418,389,364,2,8
2376,Skin-Melanoma,7edc42d3-d08e-4360-a3e1-aeb57cfc6640.csv,7406,68,423,1800,0,9
2377,Skin-Melanoma,7f031d71-3cb7-4744-86bd-a3beecfe166e.csv,2146,16,114,176,0,10
2379,Skin-Melanoma,88f2c496-3eb4-4c03-b3a5-8d5a55803aaf.csv,116288,4286,793,560,18,2
2380,Skin-Melanoma,897ba508-d74b-46bf-8554-1210a66a36d1.csv,61287,1959,501,376,8,3
2381,Skin-Melanoma,8ca665f8-fe78-48bf-8c0f-c606d92885d4.csv,161496,7384,1117,368,29,4
2382,Skin-Melanoma,8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d.csv,15843,361,225,640,0,5
2383,Skin-Melanoma,8ea666b7-2b6e-4df8-9a9d-b8265b9749b4.csv,38790,1458,419,944,7,6
2384,Skin-Melanoma,978ae91e-6ebe-4efa-97ff-cfad511ae7b3.csv,250742,5762,779,68,10,7
2385,Skin-Melanoma,98e8f23c-5970-4fce-9551-4b11a772fe1b.csv,435942,23516,2696,1059,38,8
2386,Skin-Melanoma,9e0009d1-c993-4247-9706-88ee84591dec.csv,13374,115,551,1840,2,9
2387,Skin-Melanoma,9fc5b5c7-3973-42b4-8710-454de0cb5b50.csv,177784,8153,22892,228,33,10
2389,Skin-Melanoma,a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c.csv,10821,412,152,404,0,2
2390,Skin-Melanoma,a84915de-6562-4836-86f9-f2a05598296e.csv,114169,4153,958,340,12,3
2391,Skin-Melanoma,affa4ef4-02ec-40f1-b6a2-739f8bf2afa9.csv,7474,132,255,876,0,4
2392,Skin-Melanoma,b07bad52-d44c-4b27-900a-960985bfadec.csv,333995,15006,2429,192,48,5
2393,Skin-Melanoma,b35d9a68-29f4-49ab-b83e-b5151679e3af.csv,18974,376,887,2993,7,6
2394,Skin-Melanoma,b3befa40-8f44-4eb6-ada0-ec395f460656.csv,8919,85,466,568,0,7
2395,Skin-Melanoma,b42d183c-bc9c-4652-9e56-10c54c5ee96e.csv,91907,3789,634,144,17,8
2396,Skin-Melanoma,bcefbf6a-80ff-4825-9d3a-492e2dceb35d.csv,115820,3680,865,380,11,9
2397,Skin-Melanoma,bcf76f1a-7109-422d-94c9-5e8364895fa0.csv,11483,66,548,4936,0,10
2399,Skin-Melanoma,c95a2b1b-726c-4608-9fff-d57b6f1aa75a.csv,107378,2710,616,412,11,2
2400,Skin-Melanoma,ca004926-f3ac-4824-8ed5-d84e62efdfae.csv,5724,89,302,2032,1,3
2401,Skin-Melanoma,ca8fa9f5-3190-440d-9879-22e33d05ca6c.csv,205301,6658,652,68,3,4
2402,Skin-Melanoma,d053f88f-09e6-472e-a691-bb293c461399.csv,45627,715,396,204,8,5
2403,Skin-Melanoma,d056645f-4dd3-49f3-b0a4-2293e2b4d82c.csv,36021,934,390,312,3,6
2404,Skin-Melanoma,d0e033bc-8e97-4322-b3b1-8626f1e2449b.csv,98119,2853,609,1220,13,7
2405,Skin-Melanoma,d2620dab-4319-499a-b8f1-9575aaf8f4f3.csv,49882,1379,457,196,0,8
2406,Skin-Melanoma,d432e99a-67fb-4609-b90f-99438eee7cae.csv,22210,1205,246,200,4,9
2407,Skin-Melanoma,deb9fbb6-656b-41ce-8299-554efc2379bd.csv,444019,19868,3803,513,108,10
2409,Skin-Melanoma,e2774050-1257-4c29-b201-d79ce70fe17e.csv,347879,13454,1680,137,28,2
2410,Skin-Melanoma,e2b2357c-da6f-4ca3-9c07-a22f0423e8fe.csv,140455,5611,895,996,7,3
2411,Skin-Melanoma,ead1bc2e-42c3-46d9-8f6f-8cb16ba9d2c3.csv,4998,47,214,1520,0,4
2412,Skin-Melanoma,eb9a8f12-6451-43cc-95b3-2e86cf704c96.csv,19556,103,582,804,2,5
2413,Skin-Melanoma,eeddf701-93f9-4f10-85cb-9dce1760bae8.csv,19374,523,399,136,0,6
2414,Skin-Melanoma,f07b9192-c86f-4ee4-a3b5-feb9c5098bf4.csv,75533,3330,732,332,14,7
2415,Skin-Melanoma,f24688a9-7952-49d8-ba80-2bbad472379c.csv,71140,2659,615,177,9,8
2416,Skin-Melanoma,f81693ba-09ee-4201-a389-0ceeda8a4636.csv,109414,3315,1786,236,4,9
2417,Skin-Melanoma,fa4d35e3-fc38-4e26-a9e0-521a648acec1.csv,94885,3115,660,212,15,10
2419,Skin-Melanoma,fc249113-83d4-4abe-8c80-a4f7305dcd91.csv,57183,1735,519,1348,12,2
2420,Skin-Melanoma,fe8c62a6-c113-46e8-ab91-fdb90bb6a59f.csv,6218,58,229,804,2,3
2421,Stomach-AdenoCA,08d2a566-8407-4e9b-836c-bf5e1e9f85b2.csv,3092,32,6,408,0,4
2422,Stomach-AdenoCA,0cd60b96-eb2d-4687-9709-d1455ec45de7.csv,6827,44,412,440,0,5
2423,Stomach-AdenoCA,0e54cea2-d568-4a33-b9db-b698844e6ad9.csv,3705,27,228,340,0,6
2424,Stomach-AdenoCA,0fa9cfba-0f49-47d0-ab54-9dd2144e0a73.csv,5518,37,283,168,0,7
2425,Stomach-AdenoCA,1021b60d-f7b2-43b0-b2cc-f282d619d533.csv,64701,372,3272,2294,4,8
2426,Stomach-AdenoCA,153a64ee-6322-4f2e-b3df-77ef7d3a4cf0.csv,60004,458,3194,593,11,9
2427,Stomach-AdenoCA,172c9864-c26d-4e9b-947a-e8ce761e996d.csv,10375,84,476,317,2,10
2429,Stomach-AdenoCA,1b8fe07d-859c-4d91-ade1-6b2bcb5774ce.csv,8023,52,130,248,0,2
2430,Stomach-AdenoCA,1d0617e8-2725-4411-b50f-e46ea1d43242.csv,80650,286,102516,110,13,3
2431,Stomach-AdenoCA,1d2d355a-8409-4c8a-9f07-ac62885e228d.csv,17950,151,1641,1287,3,4
2432,Stomach-AdenoCA,1f2a8889-4374-4037-bb56-0f20733380e3.csv,19217,160,2103,1655,5,5
2433,Stomach-AdenoCA,25f07374-313a-4100-9a60-3d21d2988fca.csv,45487,159,841,1243,0,6
2434,Stomach-AdenoCA,2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e.csv,9514,52,915,116,1,7
2435,Stomach-AdenoCA,2e66eb75-097c-4ad8-b2b3-9f5849dfd02f.csv,3934,31,210,104,0,8
2436,Stomach-AdenoCA,30b9ab02-60f2-4974-85a9-874f247ae932.csv,8921,34,474,465,0,9
2437,Stomach-AdenoCA,34a445c2-1eb4-4a9f-8838-cddc2f82aae4.csv,16085,90,312,405,0,10
2439,Stomach-AdenoCA,388a8875-c3f5-494e-8456-28be8d3626e1.csv,64039,226,53737,140,0,2
2440,Stomach-AdenoCA,3db3b7b1-da1d-4b9c-a92a-c60fecf4328c.csv,29121,234,1221,1457,2,3
2441,Stomach-AdenoCA,429aad6f-816d-4739-baa3-b0ebf2fcd501.csv,15662,254,1378,704,2,4
2442,Stomach-AdenoCA,498ecf81-921d-4df9-a6a4-a625f484e823.csv,52,4,5,8,0,5
2443,Stomach-AdenoCA,4dc9b032-7f7b-486d-a12b-8461af89501d.csv,7127,50,349,679,4,6
2444,Stomach-AdenoCA,55e520f4-0e4b-41a2-9951-c4e9f323100b.csv,106,0,0,4,0,7
2445,Stomach-AdenoCA,576a1741-8c65-40da-9f0f-b2ca805d70f3.csv,10153,44,1695,457,0,8
2446,Stomach-AdenoCA,5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7.csv,11843,54,863,116,0,9
2447,Stomach-AdenoCA,5dc6f055-c4f6-49a1-a68c-94cf87cbd363.csv,17723,125,811,304,0,10
2449,Stomach-AdenoCA,61cad26a-cbc6-4977-83b9-dc61e49f2861.csv,8728,66,1648,625,2,2
2450,Stomach-AdenoCA,622eaa04-b8f9-471b-98b0-7befd119f14c.csv,11596,151,1329,1204,5,3
2451,Stomach-AdenoCA,63f5bb12-1b20-49d4-9e98-570e368f947d.csv,408,2,7,36,0,4
2452,Stomach-AdenoCA,65be412d-46c3-4cbf-9b46-b35351e53065.csv,12078,81,874,988,2,5
2453,Stomach-AdenoCA,68509ede-3dcf-4a6e-9af0-4a9bb4dfa567.csv,14134,61,284,892,0,6
2454,Stomach-AdenoCA,6a7cdaf6-211e-4eb8-a70e-1153d69c45e4.csv,6249,32,536,1192,1,7
2455,Stomach-AdenoCA,6dac8ca0-f776-4ea2-85c4-aefba4966be7.csv,28584,174,1913,889,3,8
2456,Stomach-AdenoCA,6dbac113-d4cf-4db5-97c9-50fa400bb47e.csv,11644,59,201,162,0,9
2457,Stomach-AdenoCA,7116cc90-f465-4e7e-aa27-48a83ed258e9.csv,27189,350,1581,502,6,10
2459,Stomach-AdenoCA,7e036d40-b669-4929-a1e2-c4736e01a473.csv,24728,166,432,1371,0,2
2460,Stomach-AdenoCA,7e305f31-fbb0-4bce-894b-1dd85e303421.csv,104601,372,103581,130,13,3
2461,Stomach-AdenoCA,7eb0f792-858f-45d1-a908-125b02ea1506.csv,17502,136,781,541,1,4
2462,Stomach-AdenoCA,81c7a8c1-8a6a-4e78-a72c-f7c021c67ff7.csv,3159,12,71,352,0,5
2463,Stomach-AdenoCA,8867bdef-3a8d-433e-b10f-d752e2cbb022.csv,22929,94,1150,1621,4,6
2464,Stomach-AdenoCA,931b24da-5d6d-4c2d-8de9-ef32d6eb8565.csv,58797,996,4693,4602,18,7
2465,Stomach-AdenoCA,9536f736-63bc-4099-bd54-740f5910f4a8.csv,14180,123,1935,995,3,8
2466,Stomach-AdenoCA,a2e67393-50d7-4bcc-9bbd-c695086a936a.csv,5921,52,647,1212,0,9
2467,Stomach-AdenoCA,a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5.csv,9534,95,995,112,0,10
2469,Stomach-AdenoCA,a4c838df-6ac4-455a-8096-8ec680064374.csv,8908,57,825,377,0,2
2470,Stomach-AdenoCA,b49d5310-3cc5-4386-9444-cf0d61b52376.csv,15837,111,597,755,0,3
2471,Stomach-AdenoCA,bc0dee07-de20-44d6-be65-05af7e63ac96.csv,19819,279,823,3702,0,4
2472,Stomach-AdenoCA,bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f.csv,6629,66,198,612,1,5
2473,Stomach-AdenoCA,c1b44966-0f72-4c4f-8783-ab3ffe7f17b2.csv,5714,74,520,1372,0,6
2474,Stomach-AdenoCA,c4e048de-1d43-4fbd-8289-9279b16c8a3a.csv,38,2,1,0,0,7
2475,Stomach-AdenoCA,c612570a-881d-421f-98b9-0e4563133744.csv,7673,53,714,1253,2,8
2476,Stomach-AdenoCA,c73f3f82-3091-46dd-b667-e96a1d8c501c.csv,13889,35,55,72,0,9
2477,Stomach-AdenoCA,c79ce3d3-4758-4f52-9da1-38f994c99f4e.csv,11733,78,1000,180,0,10
2479,Stomach-AdenoCA,d6738c83-7b52-4224-846a-67bd085aaab8.csv,17053,112,671,117,2,2
2480,Stomach-AdenoCA,d7f8e1f3-a9a7-4929-92df-1283bac815d2.csv,2291,19,142,232,2,3
2481,Stomach-AdenoCA,d8d5585d-32cd-4ac4-b410-a4122a17a558.csv,11032,280,1038,2028,15,4
2482,Stomach-AdenoCA,d91e1a92-837d-44d6-92d8-419f435effe0.csv,4517,46,43,304,0,5
2483,Stomach-AdenoCA,dbd834cb-b14f-4380-9741-f96551268447.csv,4391,23,25,256,0,6
2484,Stomach-AdenoCA,dc107863-2c7d-4b19-8afb-666c7798f0da.csv,66571,155,65457,101,5,7
2485,Stomach-AdenoCA,dc537fcf-d910-4c4b-8af9-e7da429f2633.csv,68027,366,2330,5418,5,8
2486,Stomach-AdenoCA,dd9d2e9e-02dc-40fc-842b-c5b9707fca56.csv,27177,57,286,128,0,9
2487,Stomach-AdenoCA,ea1cac20-88c1-4257-9cdb-d2890eb2e123.csv,12519,82,1606,433,0,10
2489,Stomach-AdenoCA,eb18e71d-2a27-4eae-aa27-4b2c0716d2ba.csv,4406,14,73,233,0,2
2490,Stomach-AdenoCA,eb59b79f-bd36-4bf4-83e3-2af73bd1d30a.csv,4953,40,318,752,1,3
2491,Stomach-AdenoCA,eda1d8d9-e8f5-46f2-bb16-15d0b10c2cf9.csv,10494,48,699,598,0,4
2492,Stomach-AdenoCA,edc8839f-fa6b-41e0-ad49-f688073730bd.csv,29312,394,3081,850,7,5
2493,Stomach-AdenoCA,f50fb278-1f0f-406e-b341-eb3d1b97afe6.csv,40684,190,2854,1806,3,6
2494,Stomach-AdenoCA,feccee20-a62d-4152-b832-b9fdaca87a61.csv,11532,94,1050,1663,2,7
2495,Stomach-AdenoCA,ffb4f42b-58e9-40c3-8963-11804f041375.csv,118431,231,102506,272,9,8
2496,Thy-AdenoCA,007aab66-2f07-459d-8952-3041d6ea24a8.csv,751,4,68,20,0,9
2497,Thy-AdenoCA,0567d3e6-6278-4d0a-81ae-c084d73c6dd3.csv,955,14,98,20,1,10
2499,Thy-AdenoCA,0c18a8b7-bad1-4aa4-a6df-472f89d9761c.csv,1132,6,70,40,1,2
2500,Thy-AdenoCA,13642cf8-9840-4a7d-a26a-95f65b2c70c3.csv,2450,16,154,0,0,3
2501,Thy-AdenoCA,15abb2a3-10a2-4e04-8eb9-6eadbd976af0.csv,612,6,57,8,0,4
2502,Thy-AdenoCA,178d0486-cb0d-4979-8bdf-bb3fe99149bd.csv,1146,11,94,8,0,5
2503,Thy-AdenoCA,17a66d24-de77-4f2a-a8ad-d2c6a69e7671.csv,905,10,68,4,0,6
2504,Thy-AdenoCA,19233fd1-5229-466e-acf3-5882165758e0.csv,1869,15,151,17,2,7
2505,Thy-AdenoCA,1924d200-6929-4eef-8a7f-317f8fbab915.csv,3030,18,131,8,0,8
2506,Thy-AdenoCA,1bbb522d-e224-4b3f-9e10-3a47d06b2b05.csv,1255,16,94,0,2,9
2507,Thy-AdenoCA,1d97ba51-d981-4986-9f71-c2b6cb9961c3.csv,43,0,2,0,0,10
2509,Thy-AdenoCA,29578759-9ccb-4a24-b5b8-c45ebd4339d9.csv,1547,26,94,16,0,2
