,nm_class,samples,slices,fold
7911,THYM,TCGA-4V-A9QR-01A-11D-A423-09,2,8
7912,THYM,TCGA-3G-AB14-01A-11D-A423-09,3,8
7913,THYM,TCGA-XM-A8RH-01A-11D-A423-09,4,8
7914,THYM,TCGA-4X-A9FD-01A-11D-A423-09,5,8
7915,THYM,TCGA-5V-A9RR-01A-11D-A423-09,6,8
7916,UCEC,TCGA-EY-A1GD-01A-11D-A13L-09,7,8
7918,UCEC,TCGA-EY-A2OP-01A-11D-A19Y-09,9,8
7919,UCEC,TCGA-A5-AB3J-01A-11D-A403-09,10,8
7920,UCEC,TCGA-B5-A5OE-01A-11D-A31U-09,1,8
7921,UCEC,TCGA-BK-A6W4-01A-12D-A34Q-09,2,8
7922,UCEC,TCGA-AX-A3G9-01A-11D-A228-09,3,8
7923,UCEC,TCGA-EO-A3KX-01A-11D-A228-09,4,8
7924,UCEC,TCGA-SJ-A6ZI-01A-12D-A34Q-09,5,8
7925,UCEC,TCGA-B5-A11U-01A-11D-A122-09,6,8
7926,UCEC,TCGA-PG-A6IB-01A-21D-A31U-09,7,8
7928,UCEC,TCGA-B5-A11P-01B-11D-A14G-09,9,8
7929,UCEC,TCGA-D1-A161-01A-11D-A122-09,10,8
7930,UCEC,TCGA-D1-A0ZO-01A-11D-A122-09,1,8
7931,UCEC,TCGA-BK-A0CB-01A-32D-A10B-09,2,8
7932,UCEC,TCGA-AJ-A5DV-01A-11D-A27P-09,3,8
7933,UCEC,TCGA-EY-A1GW-01A-22D-A13L-09,4,8
7934,UCEC,TCGA-EY-A72D-01A-12D-A34Q-09,5,8
7935,UCEC,TCGA-BK-A6W3-01A-12D-A34Q-09,6,8
7936,UCEC,TCGA-BS-A0U8-01A-11D-A10B-09,7,8
7938,UCEC,TCGA-D1-A16V-01A-11D-A12J-09,9,8
7939,UCEC,TCGA-KP-A3W0-01A-21D-A228-09,10,8
7940,UCEC,TCGA-AX-A1C8-01A-11D-A135-09,1,8
7941,UCEC,TCGA-D1-A17D-01A-12D-A12J-09,2,8
7942,UCEC,TCGA-DF-A2KZ-01A-11D-A20S-09,3,8
7943,UCEC,TCGA-EY-A3QX-01A-11D-A228-09,4,8
7944,UCEC,TCGA-JU-AAVI-01A-11D-A403-09,5,8
7945,UCEC,TCGA-EY-A1GM-01A-12D-A14G-09,6,8
7946,UCEC,TCGA-B5-A1MY-01A-11D-A142-09,7,8
7948,UCEC,TCGA-B5-A11S-01A-11D-A122-09,9,8
7949,UCEC,TCGA-B5-A5OD-01A-11D-A31U-09,10,8
7950,UCEC,TCGA-AX-A3G8-01A-11D-A228-09,1,8
7951,UCEC,TCGA-BG-A0MA-01A-11D-A17D-09,2,8
7952,UCEC,TCGA-B5-A11I-01A-11D-A10M-09,3,8
7953,UCEC,TCGA-EO-A3AS-01A-11D-A19Y-09,4,8
7954,UCEC,TCGA-EY-A1GV-01A-11D-A13L-09,5,8
7955,UCEC,TCGA-A5-A3LO-01A-11D-A228-09,6,8
7956,UCEC,TCGA-QS-A8F1-01A-21D-A37N-09,7,8
7958,UCEC,TCGA-D1-A16I-01A-11D-A12J-09,9,8
7959,UCEC,TCGA-AP-A1DM-01A-21D-A135-09,10,8
7960,UCEC,TCGA-D1-A1NY-01A-11D-A16D-09,1,8
7961,UCEC,TCGA-AJ-A8CW-01A-11D-A37N-09,2,8
7962,UCEC,TCGA-EO-A3KU-01A-11D-A228-09,3,8
7963,UCEC,TCGA-FI-A3PV-01A-11D-A228-09,4,8
7964,UCEC,TCGA-PG-A917-01A-31D-A37N-09,5,8
7965,UCEC,TCGA-4E-A92E-01A-11D-A37N-09,6,8
7966,UCEC,TCGA-AX-A2HG-01A-11D-A17D-09,7,8
7968,UCEC,TCGA-BK-A56F-01A-32D-A27P-09,9,8
7969,UCEC,TCGA-AJ-A3OL-01A-11D-A228-09,10,8
7970,UCEC,TCGA-AP-A1E0-01A-11D-A135-09,1,8
7971,UCEC,TCGA-EY-A1GQ-01A-21D-A13L-09,2,8
7972,UCEC,TCGA-EY-A1GR-01A-11D-A13L-09,3,8
7973,UCEC,TCGA-A5-A2K3-01A-11D-A17W-09,4,8
7974,UCEC,TCGA-AJ-A3BK-01A-11D-A19Y-09,5,8
7975,UCEC,TCGA-AJ-A3TW-01A-11D-A228-09,6,8
7976,UCEC,TCGA-FI-A2CX-01A-11D-A17D-09,7,8
7978,UCEC,TCGA-B5-A11F-01A-11D-A10M-09,9,8
7979,UCEC,TCGA-B5-A11L-01B-21D-A13L-09,10,8
7980,UCEC,TCGA-AJ-A23M-01A-11D-A159-09,1,8
7981,UCEC,TCGA-D1-A169-01A-11D-A12J-09,2,8
7982,UCEC,TCGA-A5-A1OJ-01A-11D-A14G-09,3,8
7983,UCEC,TCGA-D1-A165-01A-11D-A12J-09,4,8
7984,UCEC,TCGA-B5-A1MW-01A-11D-A17D-09,5,8
7985,UCEC,TCGA-FI-A3PX-01A-11D-A228-09,6,8
7986,UCEC,TCGA-FI-A2EY-01A-12D-A18P-09,7,8
7988,UCEC,TCGA-AX-A3GI-01A-11D-A20S-09,9,8
7989,UCEC,TCGA-B5-A3F9-01A-21D-A228-09,10,8
7990,UCEC,TCGA-B5-A1MS-01B-11D-A228-09,1,8
7991,UCEC,TCGA-QF-A5YS-01A-11D-A31U-09,2,8
7992,UCEC,TCGA-B5-A3FA-01A-11D-A19Y-09,3,8
7993,UCEC,TCGA-D1-A16G-01A-31D-A12J-09,4,8
7994,UCEC,TCGA-B5-A11N-01A-11D-A122-09,5,8
7995,UCEC,TCGA-EY-A1GI-01A-11D-A13L-09,6,8
7996,UCEC,TCGA-AX-A3FV-01A-11D-A228-09,7,8
7998,UCEC,TCGA-B5-A11Z-01A-11D-A10M-09,9,8
7999,UCEC,TCGA-D1-A1NX-01A-11D-A16D-09,10,8
8000,UCEC,TCGA-AJ-A2QM-01A-11D-A18P-09,1,8
8001,UCEC,TCGA-AX-A2HD-01A-21D-A17D-09,2,8
8002,UCEC,TCGA-AP-A0LS-01A-11D-A14G-09,3,8
8003,UCEC,TCGA-DF-A2L0-01A-11D-A17W-09,4,8
8004,UCEC,TCGA-A5-A0R8-01A-11D-A10B-09,5,8
8005,UCEC,TCGA-D1-A17M-01A-21D-A12J-09,6,8
8006,UCEC,TCGA-D1-A163-01A-11D-A12J-09,7,8
8008,UCEC,TCGA-D1-A17C-01A-11D-A12J-09,9,8
8009,UCEC,TCGA-BS-A0TJ-01A-11D-A10B-09,10,8
8010,UCEC,TCGA-BS-A0V6-01A-11D-A122-09,1,8
8011,UCEC,TCGA-DF-A2KS-01A-11D-A18P-09,2,8
8012,UCEC,TCGA-A5-A1OF-01A-11D-A14G-09,3,8
8013,UCEC,TCGA-D1-A2G7-01A-21D-A17W-09,4,8
8014,UCEC,TCGA-AX-A2IO-01A-11D-A17W-09,5,8
8015,UCEC,TCGA-EO-A3AZ-01A-12D-A19Y-09,6,8
8016,UCEC,TCGA-AJ-A3IA-01A-11D-A20S-09,7,8
8018,UCEC,TCGA-EY-A1GT-01A-11D-A13L-09,9,8
8019,UCEC,TCGA-EO-A2CH-01A-11D-A17W-09,10,8
8020,UCEC,TCGA-D1-A1NS-01A-11D-A14G-09,1,8
8021,UCEC,TCGA-AJ-A23O-01A-11D-A159-09,2,8
8022,UCEC,TCGA-AX-A1CN-01A-11D-A135-09,3,8
8023,UCEC,TCGA-D1-A16Q-01A-12D-A12J-09,4,8
8024,UCEC,TCGA-BG-A0VZ-01A-11D-A10G-09,5,8
8025,UCEC,TCGA-AJ-A3EL-01A-11D-A20S-09,6,8
8026,UCEC,TCGA-B5-A0JN-01A-11D-A10B-09,7,8
8028,UCEC,TCGA-AP-A059-01A-21D-A122-09,9,8
8029,UCEC,TCGA-AJ-A3NG-01A-11D-A228-09,10,8
8030,UCEC,TCGA-EY-A215-01A-11D-A14K-09,1,8
8031,UCEC,TCGA-AJ-A3BF-01A-11D-A20S-09,2,8
8032,UCEC,TCGA-AJ-A3EJ-01A-11D-A19Y-09,3,8
8033,UCEC,TCGA-D1-A17K-01A-11D-A12J-09,4,8
8034,UCEC,TCGA-AJ-A3OJ-01A-11D-A228-09,5,8
8035,UCEC,TCGA-D1-A16J-01A-11D-A12J-09,6,8
8036,UCEC,TCGA-B5-A0K8-01A-11D-A14K-09,7,8
8038,UCEC,TCGA-BS-A0WQ-01A-21D-A10G-09,9,8
8039,UCEC,TCGA-B5-A1MU-01A-11D-A13L-09,10,8
8040,UCEC,TCGA-BK-A13C-01A-11D-A122-09,1,8
8041,UCEC,TCGA-B5-A5OC-01A-21D-A27P-09,2,8
8042,UCEC,TCGA-EO-A1Y7-01A-11D-A159-09,3,8
8043,UCEC,TCGA-FI-A2F9-01A-11D-A17D-09,4,8
8044,UCEC,TCGA-BK-A13B-01A-51D-A228-09,5,8
8045,UCEC,TCGA-B5-A11E-01A-11D-A10M-09,6,8
8046,UCEC,TCGA-A5-A2K7-01A-11D-A17W-09,7,8
8048,UCEC,TCGA-BG-A18B-01A-11D-A12J-09,9,8
8049,UCEC,TCGA-EO-A22X-01A-11D-A17W-09,10,8
8050,UCEC,TCGA-BG-A3PP-01A-11D-A228-09,1,8
8051,UCEC,TCGA-PG-A5BC-01A-12D-A27P-09,2,8
8052,UCEC,TCGA-AJ-A23N-01A-11D-A228-09,3,8
8053,UCEC,TCGA-D1-A16E-01A-22D-A12J-09,4,8
8054,UCEC,TCGA-5S-A9Q8-01A-11D-A403-09,5,8
8055,UCEC,TCGA-AX-A2HJ-01A-11D-A17D-09,6,8
8056,UCEC,TCGA-B5-A11H-01A-11D-A122-09,7,8
8058,UCEC,TCGA-AP-A1DH-01A-31D-A135-09,9,8
8059,UCEC,TCGA-B5-A0JX-01A-21D-A14K-09,10,8
8060,UCEC,TCGA-BG-A0VW-01A-11D-A122-09,1,8
8061,UCEC,TCGA-AJ-A3BD-01A-11D-A19Y-09,2,8
8062,UCEC,TCGA-EO-A22S-01A-11D-A18P-09,3,8
8063,UCEC,TCGA-D1-A0ZR-01A-21D-A10M-09,4,8
8064,UCEC,TCGA-AX-A3GB-01A-11D-A228-09,5,8
8065,UCEC,TCGA-D1-A1NZ-01A-21D-A14G-09,6,8
8066,UCEC,TCGA-EY-A1GF-01A-11D-A13L-09,7,8
8068,UCEC,TCGA-KP-A3W1-01A-11D-A228-09,9,8
8069,UCEC,TCGA-BS-A0T9-01A-11D-A12J-09,10,8
8070,UCEC,TCGA-FI-A2D6-01A-11D-A17D-09,1,8
8071,UCEC,TCGA-AP-A1E1-01A-11D-A135-09,2,8
8072,UCEC,TCGA-D1-A174-01A-11D-A12J-09,3,8
8073,UCEC,TCGA-FI-A2F8-01A-12D-A17D-09,4,8
8074,UCEC,TCGA-5B-A90C-01A-11D-A37N-09,5,8
8075,UCEC,TCGA-AX-A1C5-01A-11D-A135-09,6,8
8076,UCEC,TCGA-BG-A0RY-01A-11D-A10B-09,7,8
8078,UCEC,TCGA-FI-A2EW-01A-11D-A17D-09,9,8
8079,UCEC,TCGA-B5-A11M-01A-11D-A122-09,10,8
8080,UCEC,TCGA-EY-A1GK-01A-11D-A13L-09,1,8
8081,UCEC,TCGA-EY-A1GX-01A-12D-A13L-09,2,8
8082,UCEC,TCGA-BG-A0YU-01A-21D-A10M-09,3,8
8083,UCEC,TCGA-AJ-A3EM-01A-11D-A20S-09,4,8
8084,UCEC,TCGA-AX-A3G7-01A-12D-A20S-09,5,8
8085,UCEC,TCGA-AX-A2HH-01A-11D-A17D-09,6,8
8086,UCEC,TCGA-EY-A1GJ-01A-12D-A142-09,7,8
8088,UCEC,TCGA-AX-A1CK-01A-11D-A135-09,9,8
8089,UCEC,TCGA-BG-A0YV-01A-11D-A10M-09,10,8
8090,UCEC,TCGA-B5-A1MV-01A-31D-A14G-09,1,8
8091,UCEC,TCGA-AP-A0LL-01A-12D-A127-09,2,8
8092,UCEC,TCGA-AX-A0J0-01A-11D-A117-09,3,8
8093,UCEC,TCGA-AX-A3FT-01A-11D-A228-09,4,8
8094,UCEC,TCGA-B5-A11V-01A-11D-A10M-09,5,8
8095,UCEC,TCGA-DI-A1BY-01A-21D-A135-09,6,8
8096,UCEC,TCGA-BG-A3EW-01A-11D-A228-09,7,8
8098,UCEC,TCGA-B5-A1N2-01A-21D-A142-09,9,8
8099,UCEC,TCGA-2E-A9G8-01A-11D-A403-09,10,8
8100,UCEC,TCGA-AJ-A3BI-01A-11D-A20S-09,1,8
8101,UCEC,TCGA-EY-A214-01A-12D-A159-09,2,8
8102,UCEC,TCGA-EY-A212-01A-11D-A14K-09,3,8
8103,UCEC,TCGA-AX-A2HC-01A-11D-A17D-09,4,8
8104,UCEC,TCGA-D1-A0ZU-01A-11D-A10M-09,5,8
8105,UCEC,TCGA-PG-A915-01A-11D-A37N-09,6,8
8106,UCEC,TCGA-BS-A0U7-01A-21D-A10B-09,7,8
8108,UCEC,TCGA-AJ-A3BH-01A-11D-A19Y-09,9,8
8109,UCEC,TCGA-BS-A0VI-01A-11D-A14G-09,10,8
8110,UCEC,TCGA-D1-A17B-01A-22D-A12J-09,1,8
8111,UCEC,TCGA-AX-A2H7-01A-12D-A18P-09,2,8
8112,UCEC,TCGA-D1-A17L-01A-11D-A12J-09,3,8
8113,UCEC,TCGA-EC-A1NJ-01A-31D-A14G-09,4,8
8114,UCEC,TCGA-BS-A0UT-01A-11D-A10B-09,5,8
8115,UCEC,TCGA-EY-A1H0-01A-11D-A13L-09,6,8
8116,UCEC,TCGA-D1-A16B-01A-11D-A12J-09,7,8
8118,UCEC,TCGA-D1-A0ZS-01A-11D-A122-09,9,8
8119,UCEC,TCGA-AP-A0LF-01A-11D-A122-09,10,8
8120,UCEC,TCGA-BG-A0VX-01A-11D-A122-09,1,8
8121,UCEC,TCGA-B5-A0JS-01A-11D-A10B-09,2,8
8122,UCEC,TCGA-BG-A0MU-01A-11D-A10B-09,3,8
8123,UCEC,TCGA-D1-A15W-01A-11D-A122-09,4,8
8124,UCEC,TCGA-A5-A1OH-01A-21D-A228-09,5,8
8125,UCEC,TCGA-A5-A0VP-01A-21D-A10B-09,6,8
8126,UCEC,TCGA-B5-A0K9-01A-21D-A10O-09,7,8
8128,UCEC,TCGA-D1-A2G0-01A-11D-A17D-09,9,8
8129,UCEC,TCGA-AX-A2H5-01A-11D-A17D-09,10,8
8130,UCEC,TCGA-BG-A0VV-01A-21D-A122-09,1,8
8131,UCEC,TCGA-AX-A1CA-01A-12D-A135-09,2,8
8132,UCEC,TCGA-PG-A916-01A-11D-A37N-09,3,8
8133,UCEC,TCGA-D1-A160-01A-11D-A122-09,4,8
8134,UCEC,TCGA-DI-A2QY-01A-12D-A19Y-09,5,8
8135,UCEC,TCGA-EO-A3AY-01A-12D-A19Y-09,6,8
8136,UCEC,TCGA-D1-A16O-01A-11D-A12J-09,7,8
8138,UCEC,TCGA-AX-A1CC-01A-11D-A135-09,9,8
8139,UCEC,TCGA-D1-A176-01A-11D-A12J-09,10,8
8140,UCEC,TCGA-A5-A0GQ-01A-11D-A122-09,1,8
8141,UCEC,TCGA-A5-A1OG-01A-11D-A14G-09,2,8
8142,UCEC,TCGA-A5-A2K4-01A-11D-A18P-09,3,8
8143,UCEC,TCGA-D1-A2G5-01A-11D-A17D-09,4,8
8144,UCEC,TCGA-EY-A210-01A-11D-A159-09,5,8
8145,UCEC,TCGA-D1-A16R-01A-11D-A12J-09,6,8
8146,UCEC,TCGA-D1-A17H-01A-11D-A12J-09,7,8
8148,UCEC,TCGA-D1-A17R-01A-11D-A12J-09,9,8
8149,UCEC,TCGA-H5-A2HR-01A-11D-A17W-09,10,8
8150,UCEC,TCGA-D1-A17F-01A-11D-A12J-09,1,8
8151,UCEC,TCGA-EY-A3L3-01A-11D-A228-09,2,8
8152,UCEC,TCGA-FI-A2D0-01A-11D-A17D-09,3,8
8153,UCEC,TCGA-EO-A1Y8-01A-11D-A159-09,4,8
8154,UCEC,TCGA-DF-A2KR-01A-11D-A17W-09,5,8
8155,UCEC,TCGA-B5-A11X-01A-11D-A10M-09,6,8
8156,UCEC,TCGA-D1-A0ZV-01A-11D-A10M-09,7,8
8158,UCEC,TCGA-AX-A2IN-01A-12D-A17W-09,9,8
8159,UCEC,TCGA-E6-A1M0-01A-11D-A142-09,10,8
8160,UCEC,TCGA-KP-A3W3-01A-11D-A228-09,1,8
8161,UCEC,TCGA-B5-A0JY-01A-11D-A10B-09,2,8
8162,UCEC,TCGA-D1-A3DH-01A-11D-A19Y-09,3,8
8163,UCEC,TCGA-D1-A17N-01A-11D-A12J-09,4,8
8164,UCEC,TCGA-EY-A1GP-01A-11D-A13L-09,5,8
8165,UCEC,TCGA-D1-A0ZP-01A-21D-A10M-09,6,8
8166,UCEC,TCGA-AX-A3FX-01A-11D-A228-09,7,8
8168,UCEC,TCGA-QF-A5YT-01A-11D-A31U-09,9,8
8169,UCEC,TCGA-AX-A2HK-01A-11D-A17D-09,10,8
8170,UCEC,TCGA-EY-A4KR-01A-11D-A27P-09,1,8
8171,UCEC,TCGA-BG-A0MG-01A-21D-A10B-09,2,8
8172,UCEC,TCGA-D1-A167-01A-11D-A12J-09,3,8
8173,UCEC,TCGA-D1-A0ZN-01A-11D-A122-09,4,8
8174,UCEC,TCGA-AX-A1C4-01A-11D-A135-09,5,8
8175,UCEC,TCGA-FI-A2CY-01A-11D-A17D-09,6,8
8176,UCEC,TCGA-KP-A3W4-01A-11D-A228-09,7,8
8178,UCEC,TCGA-BK-A4ZD-01A-11D-A27P-09,9,8
8179,UCEC,TCGA-BS-A0V4-01A-11D-A14G-09,10,8
8180,UCEC,TCGA-BS-A0UJ-01A-12D-A10B-09,1,8
8181,UCEC,TCGA-EY-A5W2-01A-11D-A31U-09,2,8
8182,UCEC,TCGA-EY-A1GO-01A-11D-A14G-09,3,8
8183,UCEC,TCGA-A5-A0R7-01A-31D-A10B-09,4,8
8184,UCEC,TCGA-AX-A3FS-01A-11D-A228-09,5,8
8185,UCEC,TCGA-D1-A17T-01A-11D-A12J-09,6,8
8186,UCEC,TCGA-FI-A2EU-01A-11D-A17D-09,7,8
8188,UCEC,TCGA-AX-A1CF-01A-11D-A135-09,9,8
8189,UCEC,TCGA-FI-A2D5-01A-11D-A17D-09,10,8
8190,UCEC,TCGA-D1-A101-01A-12D-A10M-09,1,8
8191,UCEC,TCGA-AX-A3G4-01A-11D-A20S-09,2,8
8192,UCEC,TCGA-FI-A2F4-01A-11D-A17D-09,3,8
8193,UCEC,TCGA-AP-A1E3-01A-11D-A135-09,4,8
8194,UCEC,TCGA-B5-A1MX-01A-11D-A142-09,5,8
8195,UCEC,TCGA-EO-A3B0-01A-12D-A19Y-09,6,8
8196,UCEC,TCGA-AJ-A8CT-01A-11D-A37N-09,7,8
8198,UCEC,TCGA-SJ-A6ZJ-01A-12D-A34Q-09,9,8
8199,UCEC,TCGA-BS-A0TG-01A-32D-A10B-09,10,8
8200,UCEC,TCGA-EC-A1QX-01A-31D-A16D-09,1,8
8201,UCEC,TCGA-BG-A187-01A-11D-A12J-09,2,8
8202,UCEC,TCGA-EC-A24G-01A-11D-A16D-09,3,8
8203,UCEC,TCGA-D1-A16D-01A-11D-A12J-09,4,8
8204,UCEC,TCGA-BS-A0V8-01A-11D-A122-09,5,8
8205,UCEC,TCGA-D1-A17Q-01A-11D-A12J-09,6,8
8206,UCEC,TCGA-AJ-A2QK-01A-11D-A18P-09,7,8
8208,UCEC,TCGA-B5-A3FH-01A-11D-A19Y-09,9,8
8209,UCEC,TCGA-EY-A549-01A-11D-A27P-09,10,8
8210,UCEC,TCGA-BS-A0UV-01A-11D-A10B-09,1,8
8211,UCEC,TCGA-A5-A3LP-01A-11D-A228-09,2,8
8212,UCEC,TCGA-EY-A1GL-01A-11D-A13L-09,3,8
8213,UCEC,TCGA-AX-A06L-01A-11D-A122-09,4,8
8214,UCEC,TCGA-AJ-A3BG-01A-11D-A19Y-09,5,8
8215,UCEC,TCGA-A5-A0RA-01A-21D-A10B-09,6,8
8216,UCEC,TCGA-QS-A5YR-01A-31D-A31U-09,7,8
8218,UCEC,TCGA-KP-A3VZ-01A-11D-A228-09,9,8
8219,UCEC,TCGA-D1-A1O0-01A-11D-A17D-09,10,8
8220,UCEC,TCGA-D1-A177-01A-21D-A12J-09,1,8
8221,UCEC,TCGA-BS-A0U5-01A-11D-A10G-09,2,8
8222,UCEC,TCGA-AX-A1C9-01A-11D-A135-09,3,8
8223,UCEC,TCGA-FI-A2D4-01A-12D-A17D-09,4,8
8224,UCEC,TCGA-A5-A0R6-01A-11D-A10B-09,5,8
8225,UCEC,TCGA-D1-A3JQ-01A-11D-A228-09,6,8
8226,UCEC,TCGA-B5-A3FC-01A-11D-A228-09,7,8
8228,UCEC,TCGA-AJ-A2QL-01A-11D-A18P-09,9,8
8229,UCEC,TCGA-B5-A11W-01A-12D-A122-09,10,8
8230,UCEC,TCGA-BG-A18A-01A-21D-A12J-09,1,8
8231,UCEC,TCGA-B5-A11Q-01A-11D-A122-09,2,8
8232,UCEC,TCGA-AX-A1CJ-01A-11D-A135-09,3,8
8233,UCEC,TCGA-A5-A0G1-01A-11D-A122-09,4,8
8234,UCEC,TCGA-QS-A744-01A-11D-A34Q-09,5,8
8235,UCEC,TCGA-EO-A3AU-01A-21D-A19Y-09,6,8
8236,UCEC,TCGA-BG-A2AE-01A-11D-A16D-09,7,8
8238,UCEC,TCGA-AX-A06H-01A-11D-A122-09,9,8
8239,UCEC,TCGA-BS-A0TA-01A-11D-A10B-09,10,8
8240,UCEC,TCGA-SL-A6JA-01A-11D-A31U-09,1,8
8241,UCEC,TCGA-BS-A0UA-01A-11D-A122-09,2,8
8242,UCEC,TCGA-PG-A914-01A-11D-A37N-09,3,8
8243,UCEC,TCGA-AJ-A2QN-01A-11D-A18P-09,4,8
8244,UCEC,TCGA-A5-A1OK-01A-11D-A14K-09,5,8
8245,UCEC,TCGA-DF-A2KN-01A-11D-A17W-09,6,8
8246,UCEC,TCGA-D1-A17S-01A-11D-A12J-09,7,8
8248,UCEC,TCGA-AP-A1DQ-01A-11D-A135-09,9,8
8249,UCEC,TCGA-D1-A0ZQ-01A-11D-A122-09,10,8
8250,UCEC,TCGA-EY-A2OM-01A-11D-A18P-09,1,8
8251,UCEC,TCGA-B5-A121-01A-31D-A122-09,2,8
8252,UCEC,TCGA-EO-A22Y-01A-11D-A17W-09,3,8
8253,UCEC,TCGA-DF-A2KU-01A-11D-A17W-09,4,8
8254,UCEC,TCGA-AX-A0IS-01A-12D-A10M-09,5,8
8255,UCEC,TCGA-EY-A547-01A-11D-A27P-09,6,8
8256,UCEC,TCGA-B5-A3S1-01A-11D-A228-09,7,8
8258,UCEC,TCGA-AP-A1DV-01A-21D-A135-09,9,8
8259,UCEC,TCGA-EY-A54A-01A-11D-A27P-09,10,8
8260,UCEC,TCGA-DI-A0WH-01A-12D-A12J-09,1,8
8261,UCEC,TCGA-D1-A1NU-01A-11D-A14G-09,2,8
8262,UCEC,TCGA-AJ-A3EK-01A-11D-A19Y-09,3,8
8263,UCEC,TCGA-E6-A8L9-01A-21D-A37N-09,4,8
8264,UCEC,TCGA-D1-A3DG-01A-11D-A19Y-09,5,8
8265,UCEC,TCGA-B5-A3FB-01A-11D-A19Y-09,6,8
8266,UCEC,TCGA-D1-A16F-01A-11D-A12J-09,7,8
8268,UCEC,TCGA-DI-A2QU-01A-11D-A18P-09,9,8
8269,UCEC,TCGA-DI-A1C3-01A-41D-A135-09,10,8
8270,UCEC,TCGA-AP-A0LQ-01A-12D-A10B-09,1,8
8271,UCEC,TCGA-E6-A1LZ-01A-11D-A142-09,2,8
8272,UCEC,TCGA-AX-A0IU-01A-11D-A10B-09,3,8
8273,UCEC,TCGA-AJ-A3I9-01A-11D-A228-09,4,8
8274,UCEC,TCGA-D1-A15X-01A-11D-A122-09,5,8
8275,UCEC,TCGA-BG-A222-01A-11D-A159-09,6,8
8276,UCEC,TCGA-AP-A1DR-01A-11D-A135-09,7,8
8278,UCEC,TCGA-AP-A1DO-01A-11D-A135-09,9,8
8279,UCEC,TCGA-AX-A3G6-01A-11D-A20S-09,10,8
8280,UCEC,TCGA-AX-A3FZ-01A-11D-A228-09,1,8
8281,UCEC,TCGA-AP-A0LP-01A-12D-A10B-09,2,8
8282,UCEC,TCGA-B5-A11O-01A-11D-A122-09,3,8
8283,UCEC,TCGA-DI-A1BU-01A-11D-A135-09,4,8
8284,UCEC,TCGA-D1-A1O5-01A-11D-A14G-09,5,8
8285,UCEC,TCGA-A5-A2K5-01A-11D-A17W-09,6,8
8286,UCEC,TCGA-B5-A1MR-01A-31D-A14G-09,7,8
8288,UCEC,TCGA-D1-A3DA-01A-12D-A20S-09,9,8
8289,UCEC,TCGA-B5-A11G-01A-13D-A122-09,10,8
8290,UCEC,TCGA-EO-A22R-01A-11D-A18P-09,1,8
8291,UCEC,TCGA-DF-A2KV-01A-11D-A17W-09,2,8
8292,UCEC,TCGA-SL-A6J9-01A-11D-A31U-09,3,8
8293,UCEC,TCGA-D1-A1O8-01A-11D-A14G-09,4,8
8294,UCEC,TCGA-E6-A1LX-01A-11D-A14G-09,5,8
8295,UCEC,TCGA-A5-A0R9-01A-11D-A10B-09,6,8
8296,UCEC,TCGA-AJ-A3QS-01A-11D-A228-09,7,8
8298,UCEC,TCGA-AJ-A5DW-01A-11D-A27P-09,9,8
8299,UCEC,TCGA-AP-A0LM-01A-11D-A122-09,10,8
8300,UCEC,TCGA-EY-A1GE-01A-11D-A13L-09,1,8
8301,UCEC,TCGA-D1-A17U-01A-21D-A12J-09,2,8
8302,UCEC,TCGA-BG-A0MQ-01A-11D-A10B-09,3,8
8303,UCEC,TCGA-D1-A15V-01A-11D-A122-09,4,8
8304,UCEC,TCGA-EY-A1GH-01A-11D-A13L-09,5,8
8305,UCEC,TCGA-AX-A2H2-01A-11D-A17W-09,6,8
8306,UCEC,TCGA-BS-A0TC-01A-11D-A10B-09,7,8
8308,UCEC,TCGA-D1-A16X-01A-11D-A12J-09,9,8
8309,UCEC,TCGA-BS-A0UF-01A-11D-A10B-09,10,8
8310,UCEC,TCGA-EO-A1Y5-01A-11D-A159-09,1,8
8311,UCEC,TCGA-A5-A2K2-01A-11D-A18P-09,2,8
8312,UCEC,TCGA-AP-A1E4-01A-12D-A135-09,3,8
8313,UCEC,TCGA-BG-A0W1-01A-12D-A10G-09,4,8
8314,UCEC,TCGA-E6-A2P9-01A-11D-A19Y-09,5,8
8315,UCEC,TCGA-D1-A103-01A-11D-A10M-09,6,8
8316,UCEC,TCGA-D1-A168-01A-31D-A12J-09,7,8
8318,UCEC,TCGA-D1-A102-01A-11D-A10M-09,9,8
8319,UCEC,TCGA-A5-A7WK-01A-11D-A34Q-09,10,8
8320,UCEC,TCGA-AP-A5FX-01A-11D-A27P-09,1,8
8321,UCEC,TCGA-AX-A1C7-01A-11D-A135-09,2,8
8322,UCEC,TCGA-EY-A2OO-01A-11D-A19Y-09,3,8
8323,UCEC,TCGA-B5-A11R-01A-11D-A122-09,4,8
8324,UCEC,TCGA-EO-A3AV-01A-12D-A19Y-09,5,8
8325,UCEC,TCGA-AJ-A3OK-01A-12D-A228-09,6,8
8326,UCEC,TCGA-BG-A0W2-01A-11D-A117-09,7,8
8328,UCEC,TCGA-EY-A1GU-01A-11D-A13L-09,9,8
8329,UCEC,TCGA-DI-A1NO-01A-31D-A159-09,10,8
8330,UCEC,TCGA-AX-A2HA-01A-12D-A18P-09,1,8
8331,UCEC,TCGA-EO-A3KW-01A-11D-A228-09,2,8
8332,UCEC,TCGA-BS-A0TE-01A-11D-A10B-09,3,8
8333,UCEC,TCGA-EO-A22U-01A-11D-A17W-09,4,8
8334,UCEC,TCGA-BS-A0TI-01A-11D-A10B-09,5,8
